,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month_Year,Discount_percentage,Selling Price Per Unit,Cost Price Per Unit
26266,38055,CA-2014-124205,2014-09-16,2014-09-20,Standard Class,TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,United States,8701.0,US,East,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2,0.0,0.0,9.4,High,2014,2014-09,0.0,40.98,40.98
26269,37429,CA-2014-145737,2014-09-16,2014-09-21,Standard Class,AB-10165,Alan Barnes,Consumer,Lebanon,Tennessee,United States,37087.0,US,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,163.96,5,0.2,59.4355,7.84,Medium,2014,2014-09,20.0,32.792,20.904900000000005
26271,38052,CA-2014-124205,2014-09-16,2014-09-20,Standard Class,TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,United States,8701.0,US,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4,5,0.0,18.96,7.59,High,2014,2014-09,0.0,9.48,5.688
26281,32834,CA-2014-121888,2014-09-16,2014-09-18,Second Class,CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,United States,2149.0,US,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0.0,11.5971,5.2,High,2014,2014-09,0.0,39.99,28.392900000000004
26282,39216,CA-2014-139822,2014-09-16,2014-09-22,Standard Class,Dp-13240,Dean percer,Home Office,Waterbury,Connecticut,United States,6708.0,US,East,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,38.62,2,0.0,10.8136,5.18,Low,2014,2014-09,0.0,19.31,13.903199999999998
26283,31735,CA-2014-130043,2014-09-16,2014-09-20,Standard Class,BB-11545,Brenda Bowman,Corporate,Houston,Texas,United States,77070.0,US,Central,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536,4.4,High,2014,2014-09,20.0,3.984,2.5398
26293,39217,CA-2014-139822,2014-09-16,2014-09-22,Standard Class,Dp-13240,Dean percer,Home Office,Waterbury,Connecticut,United States,6708.0,US,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,59.98,2,0.0,10.7964,3.18,Low,2014,2014-09,0.0,29.99,24.5918
26299,31923,CA-2014-163020,2014-09-16,2014-09-20,Standard Class,MO-17800,Meg O'Connel,Home Office,New York City,New York,United States,10009.0,US,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904,1.95,Medium,2014,2014-09,0.0,5.08,3.3528
26303,32835,CA-2014-121888,2014-09-16,2014-09-18,Second Class,CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,United States,2149.0,US,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0.0,6.512,1.76,High,2014,2014-09,0.0,8.14,4.884
26308,39031,CA-2014-134418,2014-09-16,2014-09-21,Standard Class,GM-14500,Gene McClure,Consumer,Seattle,Washington,United States,98103.0,US,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0.0,5.2164,1.14,Medium,2014,2014-09,0.0,4.14,2.4012
26314,38271,CA-2014-146185,2014-09-16,2014-09-20,Standard Class,CC-12145,Charles Crestani,Consumer,Houston,Texas,United States,77095.0,US,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,0.51,Medium,2014,2014-09,20.0,15.872,11.7056
26316,37816,US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84,0.28,High,2014,2014-09,20.0,2.688,1.8480000000000003
26318,37183,US-2011-109456,2011-10-16,2011-10-17,Same Day,LS-17245,Lynn Smith,Consumer,San Francisco,California,United States,94110.0,US,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.3856,49.49,High,2011,2011-10,0.0,59.99,31.1948
26323,37182,US-2011-109456,2011-10-16,2011-10-17,Same Day,LS-17245,Lynn Smith,Consumer,San Francisco,California,United States,94110.0,US,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,3,0.2,5.0232,3.42,High,2011,2011-10,20.0,4.784,3.1096000000000004
26324,38265,CA-2012-110765,2012-10-16,2012-10-20,Second Class,MP-17965,Michael Paige,Corporate,New York City,New York,United States,10011.0,US,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,3,0.0,214.4922,82.36,Medium,2012,2012-10,0.0,274.99,203.4926
26346,33817,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,3,0.0,251.8911,78.45,Medium,2013,2013-10,0.0,289.53000000000003,205.56630000000004
26355,33820,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,4,0.0,55.936,14.18,Medium,2013,2013-10,0.0,30.4,16.415999999999997
26356,34991,CA-2013-142097,2013-10-16,2013-10-21,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96,7,0.0,116.48,13.29,Medium,2013,2013-10,0.0,33.28,16.64
26364,33473,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,United States,84106.0,US,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,9,0.0,28.8576,6.03,Medium,2013,2013-10,0.0,6.68,3.4735999999999994
26371,34992,CA-2013-142097,2013-10-16,2013-10-21,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54,6,0.0,32.6046,3.97,Medium,2013,2013-10,0.0,11.090000000000002,5.655900000000002
26374,33472,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,United States,84106.0,US,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128,3.52,Medium,2013,2013-10,0.0,22.84,12.3336
26376,33474,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,United States,84106.0,US,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375,2.6,Medium,2013,2013-10,20.0,8.344,5.7364999999999995
26379,34993,CA-2013-142097,2013-10-16,2013-10-21,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.2758,2.38,Medium,2013,2013-10,0.0,14.42,9.661399999999999
26382,33816,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,6,0.0,14.4354,1.72,Medium,2013,2013-10,0.0,4.91,2.5041
26383,33815,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,7,0.0,9.8784,1.36,Medium,2013,2013-10,0.0,2.88,1.4688
26384,33475,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,United States,84106.0,US,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,0.0,32.936,1.26,Medium,2013,2013-10,0.0,8.95,4.832999999999999
26385,33818,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,0.83,Medium,2013,2013-10,0.0,6.48,3.3696000000000006
26389,33819,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,United States,73120.0,US,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0.0,1.375,0.33,Medium,2013,2013-10,0.0,5.5,4.125
26392,35007,CA-2014-113670,2014-10-16,2014-10-18,First Class,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,United States,90045.0,US,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.378,195.43,Critical,2014,2014-10,20.0,170.08,167.954
26399,35008,CA-2014-113670,2014-10-16,2014-10-18,First Class,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,United States,90045.0,US,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0.0,100.4255,35.32,Critical,2014,2014-10,0.0,40.989999999999995,20.904899999999998
26417,38132,CA-2014-142643,2014-10-16,2014-10-21,Standard Class,DL-13495,Dionis Lloyd,Corporate,Thousand Oaks,California,United States,91360.0,US,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5,0.0,70.219,7.71,Medium,2014,2014-10,0.0,30.53,16.486200000000004
26421,32625,CA-2014-106033,2014-10-16,2014-10-19,Second Class,FG-14260,Frank Gastineau,Home Office,San Francisco,California,United States,94110.0,US,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0.0,26.376,5.47,High,2014,2014-10,0.0,21.98,15.386
26438,35557,CA-2014-164819,2014-10-16,2014-10-20,Second Class,RS-19420,Ricardo Sperren,Corporate,Fairfield,Connecticut,United States,6824.0,US,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,5,0.0,6.003,1.84,Medium,2014,2014-10,0.0,2.6100000000000003,1.4094000000000002
26439,38133,CA-2014-142643,2014-10-16,2014-10-21,Standard Class,DL-13495,Dionis Lloyd,Corporate,Thousand Oaks,California,United States,91360.0,US,West,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1,0.0,9.3152,1.48,Medium,2014,2014-10,0.0,22.72,13.404799999999998
26442,39004,CA-2014-100237,2014-10-16,2014-10-20,Standard Class,SV-20815,Stuart Van,Corporate,Orem,Utah,United States,84057.0,US,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,11.68,2,0.0,4.2048,1.15,High,2014,2014-10,0.0,5.84,3.7376
26443,38510,CA-2014-154949,2014-10-16,2014-10-20,Standard Class,MC-17275,Marc Crier,Consumer,Camarillo,California,United States,93010.0,US,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,14.73,3,0.0,7.2177,1.07,Medium,2014,2014-10,0.0,4.91,2.5041
26451,40006,CA-2011-119144,2011-11-16,2011-11-18,First Class,JD-16150,Justin Deggeller,Corporate,Los Angeles,California,United States,90008.0,US,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,0.15,25.1979,99.3,Critical,2011,2011-11,15.0,101.99149999999999,93.59219999999999
26454,40007,CA-2011-119144,2011-11-16,2011-11-18,First Class,JD-16150,Justin Deggeller,Corporate,Los Angeles,California,United States,90008.0,US,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0.0,10.3473,89.84,Critical,2011,2011-11,0.0,114.97000000000001,111.5209
26462,35077,CA-2011-149643,2011-11-16,2011-11-20,Standard Class,RH-19510,Rick Huthwaite,Home Office,Manhattan,Kansas,United States,66502.0,US,Central,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,273.96,2,0.0,10.9584,24.01,High,2011,2011-11,0.0,136.98,131.5008
26463,40005,CA-2011-119144,2011-11-16,2011-11-18,First Class,JD-16150,Justin Deggeller,Corporate,Los Angeles,California,United States,90008.0,US,West,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968,4,0.2,-17.9928,13.36,Critical,2011,2011-11,20.0,19.992,24.4902
26467,35741,US-2011-147704,2011-11-16,2011-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,Bloomington,Indiana,United States,47401.0,US,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,6.05,Medium,2011,2011-11,0.0,15.669999999999998,8.3051
26468,35744,US-2011-147704,2011-11-16,2011-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,Bloomington,Indiana,United States,47401.0,US,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5,0.0,42.3625,5.96,Medium,2011,2011-11,0.0,33.89,25.417499999999997
26469,36600,US-2011-139500,2011-11-16,2011-11-20,Standard Class,AB-10165,Alan Barnes,Consumer,Decatur,Illinois,United States,62521.0,US,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.296,2,0.3,-1.0656,4.4,High,2011,2011-11,30.0,18.648,19.1808
26473,35743,US-2011-147704,2011-11-16,2011-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,Bloomington,Indiana,United States,47401.0,US,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,4,0.0,14.2688,3.47,Medium,2011,2011-11,0.0,7.28,3.7128
26474,35742,US-2011-147704,2011-11-16,2011-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,Bloomington,Indiana,United States,47401.0,US,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,31.68,6,0.0,14.256,3.27,Medium,2011,2011-11,0.0,5.28,2.904
26484,36279,CA-2011-160066,2011-11-16,2011-11-22,Standard Class,AH-10075,Adam Hart,Corporate,Huntington Beach,California,United States,92646.0,US,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0.0,2.4012,0.51,Medium,2011,2011-11,0.0,2.61,1.4094
26489,35489,CA-2012-150875,2012-11-16,2012-11-20,Standard Class,HK-14890,Heather Kirkland,Corporate,Boise,Idaho,United States,83704.0,US,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0.0,160.1766,85.22,Medium,2012,2012-11,0.0,348.21,268.1217
26490,32923,CA-2012-164539,2012-11-16,2012-11-22,Standard Class,PO-19180,Philisse Overcash,Home Office,New York City,New York,United States,10011.0,US,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0.0,141.2775,74.71,Low,2012,2012-11,0.0,104.65,76.3945
26496,34111,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,United States,53209.0,US,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1035,43.33,Medium,2012,2012-11,0.0,217.85,180.81550000000001
26497,34110,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,United States,53209.0,US,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,4,0.0,229.9908,40.42,Medium,2012,2012-11,0.0,249.99,192.4923
26503,34108,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,United States,53209.0,US,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.0878,20.81,Medium,2012,2012-11,0.0,30.930000000000003,18.248700000000003
26505,34109,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,United States,53209.0,US,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0.0,36.3987,16.33,Medium,2012,2012-11,0.0,71.37,59.237100000000005
26507,38091,CA-2012-145394,2012-11-16,2012-11-20,Standard Class,MC-17605,Matt Connell,Corporate,Chicago,Illinois,United States,60610.0,US,Central,TEC-PH-10001051,Technology,Phones,HTC One,239.976,3,0.2,26.9973,15.01,Medium,2012,2012-11,20.0,79.992,70.9929
26519,34107,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,United States,53209.0,US,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,9,0.0,84.5154,8.77,Medium,2012,2012-11,0.0,19.98,10.5894
26521,35490,CA-2012-150875,2012-11-16,2012-11-20,Standard Class,HK-14890,Heather Kirkland,Corporate,Boise,Idaho,United States,83704.0,US,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3,0.2,22.8582,7.38,Medium,2012,2012-11,20.0,101.592,93.9726
26532,38738,CA-2012-120446,2012-11-16,2012-11-18,First Class,JG-15805,John Grady,Corporate,San Diego,California,United States,92105.0,US,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0.0,8.694,3.31,High,2012,2012-11,0.0,6.3,3.4019999999999992
26537,38092,CA-2012-145394,2012-11-16,2012-11-20,Standard Class,MC-17605,Matt Connell,Corporate,Chicago,Illinois,United States,60610.0,US,Central,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",34.504,2,0.6,-15.5268,2.4,Medium,2012,2012-11,60.0,17.252,25.0154
26541,38090,CA-2012-145394,2012-11-16,2012-11-20,Standard Class,MC-17605,Matt Connell,Corporate,Chicago,Illinois,United States,60610.0,US,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",21.488,2,0.2,1.6116,1.69,Medium,2012,2012-11,20.0,10.744,9.9382
26552,33536,CA-2013-146633,2013-11-16,2013-11-18,Second Class,TG-21310,Toby Gnade,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,363.87,Critical,2013,2013-11,20.0,1016.792,635.495
26556,39707,CA-2013-130820,2013-11-16,2013-11-16,Same Day,ON-18715,Odella Nelson,Corporate,Burlington,North Carolina,United States,27217.0,US,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.5076,86.69,High,2013,2013-11,40.0,157.506,207.3829
26560,35693,CA-2013-148740,2013-11-16,2013-11-20,Standard Class,AH-10690,Anna Häberlin,Corporate,San Diego,California,United States,92024.0,US,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,30.81,Medium,2013,2013-11,20.0,180.688,167.13639999999998
26568,33207,CA-2013-105963,2013-11-16,2013-11-23,Standard Class,SC-20770,Stewart Carmichael,Corporate,Los Angeles,California,United States,90008.0,US,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,8.6,Medium,2013,2013-11,0.0,33.13,19.5467
26570,33537,CA-2013-146633,2013-11-16,2013-11-18,Second Class,TG-21310,Toby Gnade,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.2,13.3476,7.22,Critical,2013,2013-11,20.0,5.448,3.5412000000000003
26583,35372,CA-2014-108112,2014-11-16,2014-11-21,Standard Class,DK-12895,Dana Kaydos,Consumer,Miramar,Florida,United States,33023.0,US,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,4,0.2,0.0,19.77,Medium,2014,2014-11,20.0,84.784,84.784
26584,35371,CA-2014-108112,2014-11-16,2014-11-21,Standard Class,DK-12895,Dana Kaydos,Consumer,Miramar,Florida,United States,33023.0,US,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,4,0.2,55.016,18.16,Medium,2014,2014-11,20.0,55.016,41.262
26590,35065,CA-2011-153913,2011-12-16,2011-12-20,Second Class,KB-16585,Ken Black,Corporate,Hialeah,Florida,United States,33012.0,US,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,9,0.2,101.3832,178.96,Medium,2011,2011-12,20.0,112.648,101.3832
26591,34428,CA-2011-136399,2011-12-16,2011-12-17,First Class,CC-12100,Chad Cunningham,Home Office,Los Angeles,California,United States,90049.0,US,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,112.2,High,2011,2011-12,20.0,156.792,139.1529
26594,41127,CA-2011-113257,2011-12-16,2011-12-18,Second Class,SC-20305,Sean Christensen,Consumer,Beaumont,Texas,United States,77705.0,US,Central,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,319.968,4,0.2,95.9904,83.87,Critical,2011,2011-12,20.0,79.992,55.994400000000006
